Date,Price
08-02-17,65.178001
08-03-17,69.417999
08-04-17,71.382004
08-07-17,71.033997
08-08-17,73.043999
08-09-17,72.706001
08-10-17,71.080002
08-11-17,71.573997
8/14/2017,72.760002
8/15/2017,72.466003
8/16/2017,72.582001
8/17/2017,70.384003
8/18/2017,69.491997
8/21/2017,67.571999
8/22/2017,68.269997
8/23/2017,70.554001
8/24/2017,70.585999
8/25/2017,69.610001
8/28/2017,69.132004
8/29/2017,69.472
8/30/2017,70.636002
8/31/2017,71.18
09-01-17,71.080002
09-05-17,69.917999
09-06-17,68.905998
09-07-17,70.122002
09-08-17,68.68
09-11-17,72.737999
09-12-17,72.550003
9/13/2017,73.246002
9/14/2017,75.528
9/15/2017,75.961998
9/18/2017,77
9/19/2017,75.019997
9/20/2017,74.781998
9/21/2017,73.295998
9/22/2017,70.218002
9/25/2017,68.998001
9/26/2017,69.050003
9/27/2017,68.194
9/28/2017,67.919998
9/29/2017,68.220001
10-02-17,68.306
10-03-17,69.627998
10-04-17,71.001999
10-05-17,71.066002
10-06-17,71.375999
10-09-17,68.587997
10-10-17,71.117996
10-11-17,70.919998
10-12-17,71.136002
10/13/2017,71.113998
10/16/2017,70.120003
10/17/2017,71.150002
10/18/2017,71.93
10/19/2017,70.362
10/20/2017,69.019997
10/23/2017,67.403999
10/24/2017,67.468002
10/25/2017,65.167999
10/26/2017,65.234001
10/27/2017,64.174004
10/30/2017,64.015999
10/31/2017,66.306
11-01-17,64.216003
11-02-17,59.852001
11-03-17,61.217999
11-06-17,60.556
11-07-17,61.209999
11-08-17,60.877998
11-09-17,60.598
11-10-17,60.598
11/13/2017,63.080002
11/14/2017,61.740002
11/15/2017,62.259998
11/16/2017,62.5
11/17/2017,63.009998
11/20/2017,61.748001
11/21/2017,63.562
11/22/2017,62.52
11/24/2017,63.110001
11/27/2017,63.362
11/28/2017,63.509998
11/29/2017,61.507999
11/30/2017,61.77
12-01-17,61.306
12-04-17,61.040001
12-05-17,60.740002
12-06-17,62.652
12-07-17,62.248001
12-08-17,63.026001
12-11-17,65.781998
12-12-17,68.206001
12/13/2017,67.806
12/14/2017,67.578003
12/15/2017,68.690002
12/18/2017,67.774002
12/19/2017,66.220001
12/20/2017,65.795998
12/21/2017,66.332001
12/22/2017,65.040001
12/26/2017,63.458
12/27/2017,62.327999
12/28/2017,63.071999
12/29/2017,62.27
01-02-18,64.106003
01-03-18,63.450001
01-04-18,62.924
01-05-18,63.316002
01-08-18,67.281998
01-09-18,66.737999
01-10-18,66.959999
01-11-18,67.589996
01-12-18,67.244003
1/16/2018,68.012001
1/17/2018,69.431999
1/18/2018,68.914001
1/19/2018,70.003998
1/22/2018,70.311996
1/23/2018,70.557999
1/24/2018,69.178001
1/25/2018,67.528
1/26/2018,68.57
1/29/2018,69.905998
1/30/2018,69.164001
1/31/2018,70.862
02-01-18,69.849998
02-02-18,68.75
02-05-18,66.625999
02-06-18,66.793999
02-07-18,69
02-08-18,63.046001
02-09-18,62.084
02-12-18,63.146
2/13/2018,64.732002
2/14/2018,64.461998
2/15/2018,66.814003
2/16/2018,67.098
2/20/2018,66.954002
2/21/2018,66.660004
2/22/2018,69.234001
2/23/2018,70.410004
2/26/2018,71.484001
2/27/2018,70.197998
2/28/2018,68.612
03-01-18,66.185997
03-02-18,67.024002
03-05-18,66.669998
03-06-18,65.639999
03-07-18,66.459999
03-08-18,65.82
03-09-18,65.433998
03-12-18,69.101997
3/13/2018,68.367996
3/14/2018,65.325996
3/15/2018,65.120003
3/16/2018,64.269997
3/19/2018,62.712002
3/20/2018,62.110001
3/21/2018,63.306
3/22/2018,61.82
3/23/2018,60.307999
3/26/2018,60.835999
3/27/2018,55.835999
3/28/2018,51.556
3/29/2018,53.226002
04-02-18,50.495998
04-03-18,53.506001
04-04-18,57.388
04-05-18,61.144001
04-06-18,59.860001
04-09-18,57.931999
04-10-18,60.939999
04-11-18,60.186001
04-12-18,58.816002
4/13/2018,60.068001
4/16/2018,58.242001
4/17/2018,57.537998
4/18/2018,58.669998
4/19/2018,60.015999
4/20/2018,58.048
4/23/2018,56.674
4/24/2018,56.692001
4/25/2018,56.138
4/26/2018,57.096001
4/27/2018,58.816002
4/30/2018,58.779999
05-01-18,59.984001
05-02-18,60.23
05-03-18,56.889999
05-04-18,58.818001
05-07-18,60.554001
05-08-18,60.394001
05-09-18,61.369999
05-10-18,61.004002
05-11-18,60.212002
5/14/2018,58.394001
5/15/2018,56.835999
5/16/2018,57.296001
5/17/2018,56.908001
5/18/2018,55.363998
5/21/2018,56.897999
5/22/2018,55.001999
5/23/2018,55.813999
5/24/2018,55.57
5/25/2018,55.77
5/29/2018,56.751999
5/30/2018,58.344002
5/31/2018,56.945999
06-01-18,58.363998
06-04-18,59.348
06-05-18,58.226002
06-06-18,63.900002
06-07-18,63.217999
06-08-18,63.532001
06-11-18,66.419998
06-12-18,68.554001
6/13/2018,68.956001
6/14/2018,71.543999
6/15/2018,71.634003
6/18/2018,74.166
6/19/2018,70.510002
6/20/2018,72.444
6/21/2018,69.501999
6/22/2018,66.725998
6/25/2018,66.601997
6/26/2018,68.400002
6/27/2018,68.900002
6/28/2018,69.986
6/29/2018,68.589996
07-02-18,67.014
07-03-18,62.172001
07-05-18,61.832001
07-06-18,61.779999
07-09-18,63.702
07-10-18,64.494003
07-11-18,63.792
07-12-18,63.341999
7/13/2018,63.773998
7/16/2018,62.02
7/17/2018,64.538002
7/18/2018,64.769997
7/19/2018,64.045998
7/20/2018,62.716
7/23/2018,60.639999
7/24/2018,59.486
7/25/2018,61.748001
7/26/2018,61.330002
7/27/2018,59.436001
7/30/2018,58.034
7/31/2018,59.627998
08-01-18,60.167999
08-02-18,69.907997
08-03-18,69.634003
08-06-18,68.398003
08-07-18,75.914001
08-08-18,74.068001
08-09-18,70.489998
08-10-18,71.098
8/13/2018,71.281998
8/14/2018,69.528
8/15/2018,67.737999
8/16/2018,67.089996
8/17/2018,61.099998
8/20/2018,61.688
8/21/2018,64.379997
8/22/2018,64.328003
8/23/2018,64.019997
8/24/2018,64.564003
8/27/2018,63.854
8/28/2018,62.372002
8/29/2018,61.001999
8/30/2018,60.630001
8/31/2018,60.332001
09-04-18,57.790001
09-05-18,56.147999
09-06-18,56.189999
09-07-18,52.647999
09-10-18,57.099998
09-11-18,55.888
09-12-18,58.108002
9/13/2018,57.891998
9/14/2018,59.040001
9/17/2018,58.967999
9/18/2018,56.992001
9/19/2018,59.804001
9/20/2018,59.666
9/21/2018,59.82
9/24/2018,59.936001
9/25/2018,60.198002
9/26/2018,61.916
9/27/2018,61.504002
9/28/2018,52.953999
10-01-18,62.139999
10-02-18,60.203999
10-03-18,58.959999
10-04-18,56.366001
10-05-18,52.389999
10-08-18,50.112
10-09-18,52.560001
10-10-18,51.375999
10-11-18,50.445999
10-12-18,51.756001
10/15/2018,51.917999
10/16/2018,55.318001
10/17/2018,54.355999
10/18/2018,52.782001
10/19/2018,52
10/22/2018,52.189999
10/23/2018,58.827999
10/24/2018,57.700001
10/25/2018,62.972
10/26/2018,66.18
10/29/2018,66.970001
10/30/2018,65.980003
10/31/2018,67.463997
11-01-18,68.856003
11-02-18,69.281998
11-05-18,68.279999
11-06-18,68.211998
11-07-18,69.632004
11-08-18,70.279999
11-09-18,70.101997
11-12-18,66.255997
11/13/2018,67.746002
11/14/2018,68.800003
11/15/2018,69.688004
11/16/2018,70.862
11/19/2018,70.694
11/20/2018,69.498001
11/21/2018,67.638
11/23/2018,65.166
11/26/2018,69.199997
11/27/2018,68.783997
11/28/2018,69.573997
11/29/2018,68.234001
11/30/2018,70.096001
12-03-18,71.697998
12-04-18,71.940002
12-06-18,72.612
12-07-18,71.594002
12-10-18,73.029999
12-11-18,73.351997
12-12-18,73.32
12/13/2018,75.358002
12/14/2018,73.141998
12/17/2018,69.683998
12/18/2018,67.405998
12/19/2018,66.594002
12/20/2018,63.076
12/21/2018,63.953999
12/24/2018,59.077999
12/26/2018,65.218002
12/27/2018,63.226002
12/28/2018,66.774002
12/31/2018,66.559998
01-02-19,62.023998
01-03-19,60.071999
01-04-19,63.537998
01-07-19,66.991997
01-08-19,67.07
01-09-19,67.706001
01-10-19,68.994003
01-11-19,69.452003
1/14/2019,66.879997
1/15/2019,68.886002
1/16/2019,69.209999
1/17/2019,69.461998
1/18/2019,60.452
1/22/2019,59.784
1/23/2019,57.518002
1/24/2019,58.301998
1/25/2019,59.408001
1/28/2019,59.276001
1/29/2019,59.492001
1/30/2019,61.754002
1/31/2019,61.403999
02-01-19,62.442001
02-04-19,62.577999
02-05-19,64.269997
02-06-19,63.444
02-07-19,61.501999
02-08-19,61.16
02-11-19,62.568001
02-12-19,62.362
2/13/2019,61.633999
2/14/2019,60.754002
2/15/2019,61.576
2/19/2019,61.127998
2/20/2019,60.512001
2/21/2019,58.245998
2/22/2019,58.942001
2/25/2019,59.754002
2/26/2019,59.571999
2/27/2019,62.948002
2/28/2019,63.976002
03-01-19,58.958
03-04-19,57.071999
03-05-19,55.307999
03-06-19,55.248001
03-07-19,55.318001
03-08-19,56.827999
03-11-19,58.183998
03-12-19,56.672001
3/13/2019,57.792
3/14/2019,57.992001
3/15/2019,55.085999
3/18/2019,53.897999
3/19/2019,53.493999
3/20/2019,54.720001
3/21/2019,54.804001
3/22/2019,52.905998
3/25/2019,52.084
3/26/2019,53.554001
3/27/2019,54.966
3/28/2019,55.723999
3/29/2019,55.972
04-01-19,57.835999
04-02-19,57.175999
04-03-19,58.362
04-04-19,53.556
04-05-19,54.992001
04-08-19,54.639999
04-09-19,54.462002
04-10-19,55.212002
04-11-19,53.683998
04-12-19,53.540001
4/15/2019,53.276001
4/16/2019,54.672001
4/17/2019,54.245998
4/18/2019,54.652
4/22/2019,52.549999
4/23/2019,52.779999
4/24/2019,51.731998
4/25/2019,49.526001
4/26/2019,47.028
4/29/2019,48.293999
4/30/2019,47.737999
05-01-19,46.801998
05-02-19,48.82
05-03-19,51.006001
05-06-19,51.068001
05-07-19,49.411999
05-08-19,48.967999
05-09-19,48.396
05-10-19,47.903999
5/13/2019,45.402
5/14/2019,46.462002
5/15/2019,46.389999
5/16/2019,45.666
5/17/2019,42.206001
5/20/2019,41.071999
5/21/2019,41.015999
5/22/2019,38.546001
5/23/2019,39.098
5/24/2019,38.125999
5/28/2019,37.740002
5/29/2019,37.972
5/30/2019,37.644001
5/31/2019,37.032001
06-03-19,35.793999
06-04-19,38.720001
06-05-19,39.318001
06-06-19,41.189999
06-07-19,40.900002
06-10-19,42.576
06-11-19,43.419998
06-12-19,41.852001
6/13/2019,42.782001
6/14/2019,42.984001
6/17/2019,45.006001
6/18/2019,44.948002
6/19/2019,45.285999
6/20/2019,43.924
6/21/2019,44.372002
6/24/2019,44.728001
6/25/2019,43.952
6/26/2019,43.854
6/27/2019,44.568001
6/28/2019,44.692001
07-01-19,45.433998
07-02-19,44.91
07-03-19,46.98
07-05-19,46.619999
07-08-19,46.068001
07-09-19,46.012001
07-10-19,47.784
07-11-19,47.720001
07-12-19,49.015999
7/15/2019,50.700001
7/16/2019,50.476002
7/17/2019,50.972
7/18/2019,50.708
7/19/2019,51.636002
7/22/2019,51.136002
7/23/2019,52.034
7/24/2019,52.976002
7/25/2019,45.764
7/26/2019,45.608002
7/29/2019,47.153999
7/30/2019,48.452
7/31/2019,48.321999
08-01-19,46.77
08-02-19,46.868
08-05-19,45.664001
08-06-19,46.150002
08-07-19,46.683998
08-08-19,47.66
08-09-19,47.001999
08-12-19,45.801998
8/13/2019,47
8/14/2019,43.924
8/15/2019,43.127998
8/16/2019,43.987999
8/19/2019,45.366001
8/20/2019,45.172001
8/21/2019,44.166
8/22/2019,44.43
8/23/2019,42.279999
8/26/2019,43
8/27/2019,42.816002
8/28/2019,43.118
8/29/2019,44.341999
8/30/2019,45.122002
09-03-19,45.001999
09-04-19,44.136002
09-05-19,45.916
09-06-19,45.490002
09-09-19,46.358002
09-10-19,47.108002
09-11-19,49.419998
09-12-19,49.174
9/13/2019,49.040001
9/16/2019,48.562
9/17/2019,48.958
9/18/2019,48.698002
9/19/2019,49.32
9/20/2019,48.124001
9/23/2019,48.245998
9/24/2019,44.641998
9/25/2019,45.740002
9/26/2019,48.512001
9/27/2019,48.425999
9/30/2019,48.174
10-01-19,48.938
10-02-19,48.625999
10-03-19,46.605999
10-04-19,46.285999
10-07-19,47.543999
10-08-19,48.009998
10-09-19,48.905998
10-10-19,48.948002
10-11-19,49.577999
10/14/2019,51.391998
10/15/2019,51.577999
10/16/2019,51.950001
10/17/2019,52.394001
10/18/2019,51.389999
10/21/2019,50.700001
10/22/2019,51.116001
10/23/2019,50.936001
10/24/2019,59.936001
10/25/2019,65.625999
10/28/2019,65.542
10/29/2019,63.243999
10/30/2019,63.001999
10/31/2019,62.984001
11-01-19,62.661999
11-04-19,63.493999
11-05-19,63.444
11-06-19,65.316002
11-07-19,67.108002
11-08-19,67.428001
11-11-19,69.017998
11-12-19,69.986
11/13/2019,69.222
11/14/2019,69.870003
11/15/2019,70.433998
11/18/2019,69.998001
11/19/2019,71.903999
11/20/2019,70.444
11/21/2019,70.966003
11/22/2019,66.608002
11/25/2019,67.267998
11/26/2019,65.783997
11/27/2019,66.258003
11/29/2019,65.987999
12-02-19,66.973999
12-03-19,67.239998
12-04-19,66.606003
12-05-19,66.073997
12-06-19,67.178001
12-09-19,67.905998
12-10-19,69.767998
12-11-19,70.540001
12-12-19,71.935997
12/13/2019,71.678001
12/16/2019,76.300003
12/17/2019,75.797997
12/18/2019,78.629997
12/19/2019,80.807999
12/20/2019,81.117996
12/23/2019,83.844002
12/24/2019,85.050003
12/26/2019,86.188004
12/27/2019,86.075996
12/30/2019,82.940002
12/31/2019,83.666
01-02-20,86.052002
01-03-20,88.601997
01-06-20,90.307999
01-07-20,93.811996
01-08-20,98.428001
01-09-20,96.267998
01-10-20,95.629997
1/13/2020,104.972
1/14/2020,107.584
1/15/2020,103.699997
1/16/2020,102.697998
1/17/2020,102.099998
1/21/2020,109.440002
1/22/2020,113.912003
1/23/2020,114.440002
1/24/2020,112.963997
1/27/2020,111.603996
1/28/2020,113.379997
1/29/2020,116.197998
1/30/2020,128.162003
1/31/2020,130.113998
02-03-20,156
02-04-20,177.412003
02-05-20,146.940002
02-06-20,149.792007
02-07-20,149.613998
02-10-20,154.255997
02-11-20,154.876007
02-12-20,153.457993
2/13/2020,160.800003
2/14/2020,160.005997
2/18/2020,171.679993
2/19/2020,183.483994
2/20/2020,179.882004
2/21/2020,180.199997
2/24/2020,166.757996
2/25/2020,159.981995
2/26/2020,155.759995
2/27/2020,135.800003
2/28/2020,133.598007
03-02-20,148.723999
03-03-20,149.102005
03-04-20,149.899994
03-05-20,144.908005
03-06-20,140.695999
03-09-20,121.599998
03-10-20,129.065994
03-11-20,126.846001
03-12-20,112.110001
3/13/2020,109.323997
3/16/2020,89.014
3/17/2020,86.040001
3/18/2020,72.244003
3/19/2020,85.528
3/20/2020,85.505997
3/23/2020,86.858002
3/24/2020,101
3/25/2020,107.849998
3/26/2020,105.632004
3/27/2020,102.872002
3/30/2020,100.426003
3/31/2020,104.800003
04-01-20,96.311996
04-02-20,90.893997
04-03-20,96.001999
04-06-20,103.248001
04-07-20,109.089996
04-08-20,109.767998
04-09-20,114.599998
4/13/2020,130.190002
4/14/2020,141.977997
4/15/2020,145.966003
4/16/2020,149.042007
4/17/2020,150.778
4/20/2020,149.272003
4/21/2020,137.343994
4/22/2020,146.421997
4/23/2020,141.126007
4/24/2020,145.029999
4/27/2020,159.75
4/28/2020,153.824005
4/29/2020,160.102005
4/30/2020,156.376007
05-01-20,140.264008
05-04-20,152.238007
05-05-20,153.641998
05-06-20,156.516006
05-07-20,156.007996
05-08-20,163.884003
05-11-20,162.257996
05-12-20,161.882004
5/13/2020,158.192001
5/14/2020,160.666
5/15/2020,159.834
5/18/2020,162.725998
5/19/2020,161.602005
5/20/2020,163.112
5/21/2020,165.520004
5/22/2020,163.376007
5/26/2020,163.774002
5/27/2020,164.046005
5/28/2020,161.162003
5/29/2020,167
06-01-20,179.619995
06-02-20,176.311996
06-03-20,176.591995
06-04-20,172.876007
06-05-20,177.132004
06-08-20,189.983994
06-09-20,188.134003
06-10-20,205.009995
06-11-20,194.567993
06-12-20,187.056
6/15/2020,198.179993
6/16/2020,196.425995
6/17/2020,198.358002
6/18/2020,200.792007
6/19/2020,200.179993
6/22/2020,198.863998
6/23/2020,200.356003
6/24/2020,192.169998
6/25/2020,197.195999
6/26/2020,191.947998
6/29/2020,201.869995
6/30/2020,215.962006
07-01-20,223.925995
07-02-20,241.731995
07-06-20,274.31601
07-07-20,277.971985
07-08-20,273.175995
07-09-20,278.855988
07-10-20,308.929993
7/13/2020,299.411987
7/14/2020,303.359985
7/15/2020,309.201996
7/16/2020,300.127991
7/17/2020,300.167999
7/20/2020,328.600006
7/21/2020,313.671997
7/22/2020,318.466003
7/23/2020,302.614014
7/24/2020,283.399994
7/27/2020,307.920013
7/28/2020,295.298004
7/29/2020,299.821991
7/30/2020,297.497986
7/31/2020,286.152008
08-03-20,297
08-04-20,297.399994
08-05-20,297.003998
08-06-20,297.915985
08-07-20,290.541992
08-10-20,283.713989
08-11-20,274.877991
08-12-20,310.951996
8/13/2020,324.200012
8/14/2020,330.141998
8/17/2020,367.127991
8/18/2020,377.417999
8/19/2020,375.705994
8/20/2020,400.365997
8/21/2020,409.996002
8/24/2020,402.839996
8/25/2020,404.667999
8/26/2020,430.634003
8/27/2020,447.75
8/28/2020,442.679993
8/31/2020,498.320007
09-01-20,475.049988
09-02-20,447.369995
09-03-20,407
09-04-20,418.320007
09-08-20,330.209991
09-09-20,366.279999
09-10-20,371.339996
09-11-20,372.720001
9/14/2020,419.619995
9/15/2020,449.76001
9/16/2020,441.76001
9/17/2020,423.429993
9/18/2020,442.149994
9/21/2020,449.390015
9/22/2020,424.230011
9/23/2020,380.359985
9/24/2020,387.790009
9/25/2020,407.339996
9/28/2020,421.200012
9/29/2020,419.070007
9/30/2020,429.01001
10-01-20,448.160004
10-02-20,415.089996
10-05-20,425.679993
10-06-20,413.980011
10-07-20,425.299988
10-08-20,425.920013
10-09-20,434
10-12-20,442.299988
10/13/2020,446.649994
10/14/2020,461.299988
10/15/2020,448.880005
10/16/2020,439.670013
10/19/2020,430.829987
10/20/2020,421.940002
10/21/2020,422.640015
10/22/2020,425.790009
10/23/2020,420.630005
10/26/2020,420.279999
10/27/2020,424.679993
10/28/2020,406.019989
10/29/2020,410.829987
10/30/2020,388.040009
11-02-20,400.51001
11-03-20,423.899994
11-04-20,420.980011
11-05-20,438.089996
11-06-20,429.950012
11-09-20,421.26001
11-10-20,410.359985
11-11-20,417.130005
11-12-20,411.76001
11/13/2020,408.5
11/16/2020,408.089996
11/17/2020,441.609985
11/18/2020,486.640015
11/19/2020,499.269989
11/20/2020,489.609985
11/23/2020,521.849976
11/24/2020,555.380005
11/25/2020,574
11/27/2020,585.76001
11/30/2020,567.599976
12-01-20,584.76001
12-02-20,568.820007
12-03-20,593.380005
12-04-20,599.039978
12-07-20,641.76001
12-08-20,649.880005
12-09-20,604.47998
12-10-20,627.070007
12-11-20,609.98999
12/14/2020,639.830017
12/15/2020,633.25
12/16/2020,622.77002
12/17/2020,655.900024
12/18/2020,695
12/21/2020,649.859985
12/22/2020,640.340027
12/23/2020,645.97998
12/24/2020,661.77002
12/28/2020,663.690002
12/29/2020,665.98999
12/30/2020,694.780029
12/31/2020,705.669983
01-04-21,729.77002
01-05-21,735.109985
01-06-21,755.97998
01-07-21,816.039978
01-08-21,880.02002
01-11-21,811.190002
01-12-21,849.440002
1/13/2021,854.409973
1/14/2021,845
1/15/2021,826.159973
1/19/2021,844.549988
1/20/2021,850.450012
1/21/2021,844.98999
1/22/2021,846.640015
1/25/2021,880.799988
1/26/2021,883.090027
1/27/2021,864.159973
1/28/2021,835.429993
1/29/2021,793.530029
02-01-21,839.809998
02-02-21,872.789978
02-03-21,854.690002
02-04-21,849.98999
02-05-21,852.22998
02-08-21,863.419983
02-09-21,849.460022
02-10-21,804.820007
02-11-21,811.659973
02-12-21,816.119995
2/16/2021,796.219971
2/17/2021,798.150024
2/18/2021,787.380005
2/19/2021,781.299988
2/22/2021,714.5
2/23/2021,698.840027
2/24/2021,742.02002
2/25/2021,682.219971
2/26/2021,675.5
03-01-21,718.429993
03-02-21,686.440002
03-03-21,653.200012
03-04-21,621.440002
03-05-21,597.950012
03-08-21,563
03-09-21,673.580017
03-10-21,668.059998
03-11-21,699.599976
03-12-21,693.72998
3/15/2021,707.940002
3/16/2021,676.880005
3/17/2021,701.809998
3/18/2021,653.159973
3/19/2021,654.869995
3/22/2021,670
3/23/2021,662.159973
3/24/2021,630.27002
3/25/2021,640.390015
3/26/2021,618.710022
3/29/2021,611.289978
3/30/2021,635.619995
3/31/2021,667.929993
04-01-21,661.75
04-05-21,691.049988
04-06-21,691.619995
04-07-21,670.969971
04-08-21,683.799988
04-09-21,677.02002
04-12-21,701.97998
4/13/2021,762.320007
4/14/2021,732.22998
4/15/2021,738.849976
4/16/2021,739.780029
4/19/2021,714.630005
4/20/2021,718.98999
4/21/2021,744.119995
4/22/2021,719.690002
4/23/2021,729.400024
4/26/2021,738.200012
4/27/2021,704.73999
4/28/2021,694.400024
4/29/2021,677
4/30/2021,709.440002
05-03-21,684.900024
05-04-21,673.599976
05-05-21,670.940002
05-06-21,663.539978
05-07-21,672.369995
05-10-21,629.039978
05-11-21,617.200012
05-12-21,589.890015
5/13/2021,571.690002
5/14/2021,589.73999
5/17/2021,576.830017
5/18/2021,577.869995
5/19/2021,563.460022
5/20/2021,586.780029
5/21/2021,580.880005
5/24/2021,606.440002
5/25/2021,604.690002
5/26/2021,619.130005
5/27/2021,630.849976
5/28/2021,625.219971
06-01-21,623.900024
06-02-21,605.119995
06-03-21,572.840027
06-04-21,599.049988
06-07-21,605.130005
06-08-21,603.590027
06-09-21,598.780029
06-10-21,610.119995
06-11-21,609.890015
6/14/2021,617.690002
6/15/2021,599.359985
6/16/2021,604.869995
6/17/2021,616.599976
6/18/2021,623.309998
6/21/2021,620.830017
6/22/2021,623.710022
6/23/2021,656.570007
6/24/2021,679.820007
6/25/2021,671.869995
6/28/2021,688.719971
6/29/2021,680.76001
6/30/2021,679.700012
07-01-21,677.919983
07-02-21,678.900024
07-06-21,659.580017
07-07-21,644.650024
07-08-21,652.809998
07-09-21,656.950012
07-12-21,685.700012
7/13/2021,668.539978
7/14/2021,653.380005
7/15/2021,650.599976
7/16/2021,644.219971
7/19/2021,646.219971
7/20/2021,660.5
7/21/2021,655.289978
7/22/2021,649.26001
7/23/2021,643.380005
7/26/2021,657.619995
7/27/2021,644.780029
7/28/2021,646.97998
7/29/2021,677.349976
7/30/2021,687.200012
08-02-21,709.669983
08-03-21,709.73999
08-04-21,710.919983
08-05-21,714.630005
08-06-21,699.099976
08-09-21,713.76001
08-10-21,709.98999
08-11-21,707.820007
08-12-21,722.25
8/13/2021,717.169983
8/16/2021,686.169983
8/17/2021,665.710022
8/18/2021,688.98999
8/19/2021,673.469971
8/20/2021,680.26001
8/23/2021,706.299988
8/24/2021,708.48999
8/25/2021,711.200012
8/26/2021,701.159973
8/27/2021,711.919983
8/30/2021,730.909973
8/31/2021,735.719971
09-01-21,734.090027
09-02-21,732.390015
09-03-21,733.570007
09-07-21,752.919983
09-08-21,753.869995
09-09-21,754.859985
09-10-21,736.27002
9/13/2021,743
9/14/2021,744.48999
9/15/2021,755.830017
9/16/2021,756.98999
9/17/2021,759.48999
9/20/2021,730.169983
9/21/2021,739.380005
9/22/2021,751.940002
9/23/2021,753.640015
9/24/2021,774.390015
9/27/2021,791.359985
9/28/2021,777.559998
9/29/2021,781.309998
9/30/2021,775.47998
10-01-21,775.219971
10-04-21,781.530029
10-05-21,780.590027
10-06-21,782.75
10-07-21,793.609985
10-08-21,785.48999
10-11-21,791.940002
10-12-21,805.719971
10/13/2021,811.080017
10/14/2021,818.320007
10/15/2021,843.030029
10/18/2021,870.109985
10/19/2021,864.27002
10/20/2021,865.799988
10/21/2021,894
10/22/2021,909.679993
10/25/2021,1024.859985
10/26/2021,1018.429993
10/27/2021,1037.859985
10/28/2021,1077.040039
10/29/2021,1114
11-01-21,1208.589966
11-02-21,1172
11-03-21,1213.859985
11-04-21,1229.910034
11-05-21,1222.089966
11-08-21,1162.939941
11-09-21,1023.5
11-10-21,1067.949951
11-11-21,1063.51001
11-12-21,1033.420044
11/15/2021,1013.390015
11/16/2021,1054.72998
11/17/2021,1089.01001
11/18/2021,1096.380005
11/19/2021,1137.060059
11/22/2021,1156.869995
11/23/2021,1109.030029
11/24/2021,1116
11/26/2021,1081.920044
11/29/2021,1136.98999
11/30/2021,1144.76001
12-01-21,1095
12-02-21,1084.599976
12-03-21,1014.969971
12-06-21,1009.01001
12-07-21,1051.75
12-08-21,1068.959961
12-09-21,1003.799988
12-10-21,1017.030029
12/13/2021,966.409973
12/14/2021,958.51001
12/15/2021,975.98999
12/16/2021,926.919983
12/17/2021,932.570007
12/20/2021,899.940002
12/21/2021,938.530029
12/22/2021,1008.869995
12/23/2021,1067
12/27/2021,1093.939941
12/28/2021,1088.469971
